ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands
30110,simple,29998,628222119326.0,Yardistry 10 x 22 Meridian Pergola,0,0,visible,,"<h3 class=""western""><span style=""color: #222725;""><span style=""font-family: Anek Latin;"">About This Pergola</span></span></h3>
\n<p align=""left""><span style=""color: #222725;""><span style=""font-family: Anek Latin;""><span style=""font-size: large;"">The 10' x 22' Meridian Pergola will add a dramatic new decorative dimension to your outdoor space. This Pergola provides enough room underneath for entertaining guests with multiple dining tables, a variety of attractive and comfortable seating arrangements or even a cocktail bar. It’s a great way to create a vacation resort-like experience at home.</span></span></span></p>
\n<span style=""color: #222725;""><span style=""font-family: Anek Latin;""><span style=""font-size: large;"">Sturdy, 5.5"" by 5.5"" posts with classic plinths support this Pergola while offering occupants underneath a clear, unobstructed view of the rest of your landscape. Elegantly shaped straight-line gussets support the decorative structure overhead. Its multilevel design with profiled beams and trellis ends creates an eye-catching design that wouldn’t be out of place in a Mediterranean resort or a villa in a tropical locale. While it’s beautiful, you could make it more distinctive and festive by planting creeping vines or flowering plants around it or decorating it with strings of party lights to create an enchanting effect at night.</span></span></span>
\n
\n<span style=""color: #222725;""><span style=""font-family: Anek Latin;""><span style=""font-size: large;"">Cedar has many advantages for use in outdoor structures like this Pergola. It doesn’t swell, warp or decay, is naturally insect-resistant, and is naturally beautiful. It’s constructed out of 100 percent premium exterior grade cedar, then covered in an environmentally friendly natural cedar-color stain that beautifies the wood and extends its life. All wood sections are pre-cut and pre-drilled for easier assembly. The Pergola comes with simple-to-follow illustrated instructions, and we’ve created a helpful hints video to make your installation process more manageable. Yardistry stands by the quality of its products</span></span></span>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-95-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-2.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-3.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-4.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-5.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-6.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-7.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-8.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-9.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-10.jpg, https://flobay.com/wp-content/uploads/2025/08/product-95-image-1.jpg",,,,,,,,,0,
30127,simple,68422,752113195059.0,Stratford 14 Ft. X 10 Ft. Black Steel Traditional Pergola with Sail Shade Soft Canopy,0,0,visible,,"<h4 class=""western""></h4>
\n<span style=""color: #272727;""><span style=""font-family: Montserrat, sans-serif;""><span style=""font-size: medium;"">Traditional and timeless, the Stratford Steel Pergola by Backyard Discovery brings effortless charm to your outdoor living area. This stunning patio pergola combines enduring craftsmanship with modern sophistication, featuring a stylish black finish that creates a bold, striking aesthetic. Engineered with powder-coated galvanized steel, it delivers maintenance-free durability while providing superior protection against rust, chipping, corrosion, and UV damage. The elegant design provides plenty of shade with the integrated pergola canopy. This soft shade sail filters sunlight while offering protection from the elements, creating the ideal balance of shelter and ambiance. Pro-Tect™ tested and proven to withstand winds up to 100 mph*, this outdoor metal pergola stands strong through adverse weather conditions. Its generous size provides plenty of room for furniture, fire pits, and outdoor décor to create the perfect space for gatherings or simply relaxing. The patented PowerPort™ features three electrical outlets and three USB ports, making it easy to power your outdoor entertainment needs. This ready-to-assemble backyard pergola kit offers step-by-step guidance with the BILT® app, for easier installation. </span></span></span>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-96-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-5.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-7.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-8.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-9.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-10.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-11.png, https://flobay.com/wp-content/uploads/2025/08/product-96-image-12.png",,,,,,,,,0,
30138,simple,26126,752113195028.0,Stratford 16 Ft. X 12 Ft. Black Steel Traditional Pergola with Sail Shade Soft Canopy,0,0,visible,,"<p align=""left""></p>
\n
\n<h4 class=""western""></h4>
\nTraditional and timeless, the Stratford Steel Pergola by Backyard Discovery brings effortless charm to your outdoor living area. This stunning patio pergola combines enduring craftsmanship with modern sophistication, featuring a stylish black finish that creates a bold, striking aesthetic. Engineered with powder-coated galvanized steel, it delivers maintenance-free durability while providing superior protection against rust, chipping, corrosion, and UV damage. The elegant design provides plenty of shade with the integrated pergola canopy. This soft shade sail filters sunlight while offering protection from the elements, creating the ideal balance of shelter and ambiance. Pro-Tect™ tested and proven to withstand winds up to 100 mph*, this outdoor metal pergola stands strong through adverse weather conditions. Its generous size provides plenty of room for furniture, fire pits, and outdoor décor to create the perfect space for gatherings or simply relaxing. The patented PowerPort™ features three electrical outlets and three USB ports, making it easy to power your outdoor entertainment needs. This ready-to-assemble backyard pergola kit offers step-by-step guidance with the BILT® app, for easier installation.",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-97-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-5.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-7.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-8.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-9.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-11.png, https://flobay.com/wp-content/uploads/2025/08/product-97-image-12.png",,,,,,,,,0,
30150,simple,86517,752113192638.0,Ridgedale 8 Ft. X 8 Ft. White Steel Modern Cabana Pergola with Conversation Seating in Pumice,0,0,visible,,"<h4 class=""western"" align=""left""></h4>
\n<h1 class=""western"" align=""left""></h1>
\n<span style=""color: #000000;""> </span>
\n<h3 class=""western"">About This Product</h3>
\nWhat do you get when maintenance free design and shade meet privacy and flexibility. Cue the Ridgedale Cabana Pergola with patio seating by Backyard Discovery. Constructed from 100% galvanized steel, the Ridgedale cabana pergola includes built-in steel seating with 4 color options of market leading Sunbrella cushions, as well as an integrated side table, durable composite panels and soft canopy for privacy and shade. Intended to wow, the unique architecture of the Ridgedale will beautify any location with its functionality. Whether it be pool or lakeside, fire pit or garden or even your main patio sectional. the possibilities are endless with the high-performance Ridgedale Steel Cabana Pergola. Backyard Discovery's steel product line uses 100% galvanized steel and stainless-steel hardware both powder-coated to fully protect against rust, corrosion and UV harm. Regardless if it's worry-free comfort, relaxation or entertaining that you're after, the Ridgedale Steel Cabana Pergola by Backyard Discovery has you covered.
\n<h3 class=""western"">Highlights</h3>
\n<ul>
\n 	<li>Heavy-duty 100% steel offers stronger construction vs aluminum or vinyl structures, internal joints add to the supreme strength while maintaining sleek exterior appearance</li>
\n 	<li>Zero maintenance with powder coated galvanized steel and stainless-steel hardware, fully galvanized and powder-coated for maximum protection against rust, corrosion and UV harm</li>
\n 	<li>Built-in and reinforced galvanized steel furniture frame and side table, Sunbrella cushions provide comfortable, best-in-class outdoor fabric performance</li>
\n 	<li>Light filtering soft shade canopy included, soft shade canopy is made of UV protected breathable woven fabric that allows water and air to flow through freely thus preventing water pooling on rainy days</li>
\n 	<li>Durable composite panels create unique privacy and added shade, modern design concept with stylish black finish delivers popular appeal</li>
\n 	<li>2 oversized conversation seats with plenty of room for 4-people to 6-people, offered in 4 Sunbrella cushion colors</li>
\n 	<li>Structurally designed to enhance all outdoor locations with a variety of uses, perfect poolside or lakeside. intimately frame a patio for more privacy or create a cozy garden area with a fire pit</li>
\n 	<li>Ornate anchor covers</li>
\n 	<li>Easy assembly: supported by the step-by-step interactive bilt app, 100% ready-to-assemble for your convenience, no additional parts required</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-98-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-2.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-3.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-4.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-5.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-6.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-7.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-8.jpg, https://flobay.com/wp-content/uploads/2025/08/product-98-image-1.jpg",,,,,,,,,0,
30161,simple,47692,752113195080.0,Stratford 12 Ft. X 10 Ft. Black Steel Traditional Pergola with Sail Shade Soft Canopy,0,0,visible,,"&nbsp;
\n<h4 class=""western""></h4>
\n<h1 class=""western""></h1>
\n<span style=""color: #000000;""> </span>
\n
\n<span style=""color: #272727;""><span style=""font-family: Montserrat, sans-serif;""><span style=""font-size: medium;"">Traditional and timeless, the Stratford Steel Pergola by Backyard Discovery brings effortless charm to your outdoor living area. This stunning patio pergola combines enduring craftsmanship with modern sophistication, featuring a stylish black finish that creates a bold, striking aesthetic. Engineered with powder-coated galvanized steel, it delivers maintenance-free durability while providing superior protection against rust, chipping, corrosion, and UV damage. The elegant design provides plenty of shade with the integrated pergola canopy. This soft shade sail filters sunlight while offering protection from the elements, creating the ideal balance of shelter and ambiance. Pro-Tect™ tested and proven to withstand winds up to 100 mph*, this outdoor metal pergola stands strong through adverse weather conditions. Its generous size provides plenty of room for furniture, fire pits, and outdoor décor to create the perfect space for gatherings or simply relaxing. The patented PowerPort™ features three electrical outlets and three USB ports, making it easy to power your outdoor entertainment needs. This ready-to-assemble backyard pergola kit offers step-by-step guidance with the BILT® app, for easier installation. </span></span></span>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-99-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-7.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-8.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-9.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-10.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-11.png, https://flobay.com/wp-content/uploads/2025/08/product-99-image-12.png",,,,,,,,,0,
30170,simple,23752,752113497146.0,Backyard Discovery Sarasota Galvanized Steel Louvered Pergola,0,0,visible,,"<p align=""left""></p>
\n<p align=""left""></p>
\n
\n<h3 class=""western"">About This Product</h3>
\nWith the Sarasota Louvered Pergola from Backyard Discovery, the power of choice is in your hands. This modern steel pergola is designed to adapt to your backyard whims, allowing you to embrace the Sun or find pleasant shade or protection from the elements. With a few simple twists of the louver wand, you have the freedom to fully open the louvers to maximize the Sunlight. Or, when you want complete shade and coverage overhead, closing the louvers creates a protective canopy. Combined with the exclusive PowerPort, featuring 3 electrical outlets and 3 USB ports, there are countless ways to enjoy your pergola, Rain or shine. What sets this Louvered Pergola apart is its advanced drainage system. It's designed to be leak-proof when fully closed, while water is discreetly channeled through the integrated gutters and downspouts. Built to impress and last, this pergola is PRO-TECT Tested and Proven to withstand winds of up to 100 mph when properly anchored and boasts a robust 100% galvanized, powder-coated steel frame that outshines aluminum or vinyl alternatives. Its zero-maintenance engineering, featuring stainless steel hardware and rust-resistant welding, ensures longevity without the hassle of upkeep. Backed by a 5-Year Limited Warranty, it's a statement of durability, adaptability, and breathtaking design.
\n<h3 class=""western"">Highlights</h3>
\n<ul>
\n 	<li>Adjustable: louvers open fully to allow Sunlight through or close fully for complete shade and Rain protection</li>
\n 	<li>Easy operation: louver wand makes opening and closing the louvered roof simple</li>
\n 	<li>Integrated drainage system: water is channeled through an integrated guttering system into downspouts in leg posts</li>
\n 	<li>Gutter guards: prevent debris from entering the drainage system</li>
\n 	<li>Maintenance-free: engineered for zero maintenance with 100% galvanized and powder-coated steel which is rust and corrosion-resistant</li>
\n 	<li>Heavy-duty: Steel frame construction is stronger vs aluminum or vinyl structures</li>
\n 	<li>Wind tested: tested and proven to withstand up to 100 mph winds (product must be anchored as specified in Backyard Discovery instruction manual)</li>
\n 	<li>Powered up: exclusive PowerPort features 3 electrical outlets and 3 USB ports</li>
\n 	<li>Modern design: thick-gauge steel posts and stylish black finish deliver sleek exterior</li>
\n 	<li>Anchoring plates: powder-coated steel anchoring plates</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-100-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-100-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-5.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-7.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-8.png, https://flobay.com/wp-content/uploads/2025/08/product-100-image-1.jpg",,,,,,,,,0,
30182,simple,17174,659359711435.0,Creekvine Designs Red Cedar Monterrey Pergola,0,0,visible,,"<p align=""left""></p>
\n<p align=""left""></p>
\n<span style=""color: #000000;""><span style=""font-family: ITC Berkeley Old Style, serif;""><span style=""font-size: large;"">This Monterrey Pergola features rot and decay resistant Western Red Cedar. Its included options are In-Ground Mount, Decorative End Cut, 24"" Top Runner Spacing On Center, Standard Braces, and a Lattice Wall Privacy Panel.</span></span></span>
\n
\n<span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;"">Features</span></span></span>
\n<ul>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Optional Stain/Sealer in Cedar - </b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Decorative End Cut</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>12"" On Center Top Runner Spacing</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Standard Braces</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Made in the U.S.A.</b></span></span></span></li>
\n</ul>
\n<span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;"">Specifications</span></span></span>
\n<ul>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Size: 3 x 14 ft.</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Hardware: Galvanized Steel</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Use: Outdoors</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Material: Western Red Cedar</b></span></span></span></li>
\n 	<li><span style=""color: #46474a;""><span style=""font-family: EverydaySans, Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: small;""><b>Weight: 664 lbs</b></span></span></span></li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-101-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-101-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-101-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-101-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-101-image-1.png",,,,,,,,,0,
30243,simple,84661,752113395114.0,Backyard Discovery Sarasota 16'x10' Galvanized Steel Louvered Pergola,0,0,visible,,"<p align=""left""></p>
\n<p align=""right""></p>
\n<span style=""color: #272727;""><span style=""font-family: Montserrat, sans-serif;""><span style=""font-size: medium;"">The Sarasota Louvered Pergola elevates your outdoor living space with beautiful modern style. Built with heavy-duty, galvanized steel, its adjustable louvers can be easily opened to allow filtered sunlight through or closed completely to enjoy shade and weather protection. Complete with powder-coated steel posts and anchoring plates, the Sarasota is Pro-Tect™ tested and proven to withstand up to 3,100 pounds of roof weight and 100 mph wind speeds*, ensuring a lasting upgrade to your backyard. The integrated drainage system directs rainwater to downspouts in the steel posts and is equipped with gutter guards to prevent debris blockages. The 100% galvanized powder-coated steel is not only completely maintenance free but is also rust and corrosion-resistant for contemporary charm that’s built to last. Boasting sleek lines and an elegant black finish, this contemporary patio pergola accommodates seating, tables, and decor for a stylish, comfortable outdoor living space. With our patented PowerPort™, featuring three electrical outlets and USB ports, it’s easy to connect lighting, music, devices, and more. This outdoor pergola kit is ready to assemble and offers guided instructions through the BILT® app for easier installation</span></span></span>
\n
\nBox 1: 117.13in x 14.37in x 6.1in, 130.07lbs
\n
\nBox 2: 117.13in x 14.37in x 6.1in, 125.66lbs
\n
\nBox 3: 117.13in x 7.87in x 6.1in, 82.01lbs
\n
\nBox 4: 117.13in x 17.32in x 8.46in, 177.47lbs
\n
\nBox 5: 117.13in x 17.32in x 8.46in, 177.47lbs",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-102-image-1.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-5.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-102-image-1.png",,,,,,,,,0,
30244,simple,28589,752113191570.0,Beaumont 20 ft. x 12 ft. Light Brown Traditional Outdoor All Cedar Wood Patio Pergola Shade Structure with Electric,0,0,visible,,"<h3 class=""western"">About This Product</h3>
\nEnhance your backyard with the stunning Beaumont Pergola, where traditional design meets superior engineering. Constructed from 100% cedar wood, it exudes natural charm while providing lasting resistance against decay. From dinner parties to quiet morning coffee, the versatile design creates endless possibilities for your outdoor living space. Thoughtfully crafted with dual structural cross beams, robust support posts, and elegant corbels, this patio pergola delivers exceptional strength and enduring beauty. It's Pro-Tect tested and proven to withstand winds of up to 100 mph* and includes thick, powder-coated steel anchoring plates, ensuring stability in the most extreme weather conditions. Our patented PowerPort features three USB ports and three electrical outlets to power a wide range of devices, lighting, and accessories. The trellis roof adds a beautiful classic aesthetic and is perfect for hanging potted plants or climbing vines. It also allows sunlight to filter through, creating a pleasant blend of light and shade that's ideal for outdoor seating areas, patios, and gardens. This wooden pergola kit is ready to assemble with pre-cut, pre-drilled, and pre-stained components, while the interactive BILT app provides guided instructions so you can build your backyard sanctuary with less hassle. Elevate your outdoor lifestyle with the Beaumont Pergola.
\n<h3 class=""western"">Highlights</h3>
\n<ul>
\n 	<li>Wind-Resistant Protection: Pro-Tect tested and proven to withstand up to 100 mph winds (Product must be anchored as specified in the Backyard Discovery instruction manual)</li>
\n 	<li>Industry-leading warranty: 5-year warranty for added peace of mind</li>
\n 	<li>Powered Up: Patented PowerPort features 3 electrical outlets and 3 USB ports to power your outdoor living space, mounting easily to any post on the structure (power source not included)</li>
\n 	<li>100% cedar wood: made from durable cedar wood for exceptional strength and natural resistance to decay</li>
\n 	<li>Superior strength: dual structural cross beams and robust 6 in. x 6 in. posts provide enhanced durability</li>
\n 	<li>Ready to Assemble: Pre-cut, pre-drilled, and pre-stained pieces, paired with step-by-step instructions in the interactive BILT app, offer easy installation</li>
\n 	<li>Timeless design: multi-level trellis roof and corbels in a charming light brown stain enhance structural strength and style; stain saturation may vary</li>
\n 	<li>Heavy-duty anchoring components: thick, powder-coated galvanized steel anchor plates and durable resin feet ensure stability while protecting against ground moisture</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-103-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-103-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-103-image-3.png, https://flobay.com/wp-content/uploads/2025/08/product-103-image-4.png, https://flobay.com/wp-content/uploads/2025/08/product-103-image-5.png, https://flobay.com/wp-content/uploads/2025/08/product-103-image-6.png, https://flobay.com/wp-content/uploads/2025/08/product-103-image-7.jpg",,,,,,,,,0,
30245,simple,84945,752113196520.0,Backyard Discovery 14' X 10' Somerville Pergola W/ Electric - Dark Walnut DIY,0,0,visible,,"<h4 class=""western""></h4>
\n<h1 class=""western""></h1>
\n<span style=""color: #000000;""> </span> About This Product
\n
\nFunctionality and beauty combine with Backyard Discovery's Somerville 14 x 10 Pergola. The Somerville is a Pro-Tect Tested &amp; Proven performance structure; Tested &amp; Proven to withstand up to 100 mph winds. The Somerville Pergola also features Backyard Discovery's exclusive PowerPort featuring 3 electrical outlets and 3 USB ports so creating an intimate space for the gathering of family and friends is a breeze. Customize this pergola with lights, climbing flowers or conversation seating. The possibilities are endless!
\n<h3 class=""western"">Highlights</h3>
\n<ul>
\n 	<li>NATURALLY RESISTANT TO DECAY: Made from 100% Cedar Wood</li>
\n 	<li>Wind resistant : tested and proven to withstand up to 100 mph winds (product must be anchored as specified in the Backyard Discovery instruction manual)</li>
\n 	<li>POWERED UP: Exclusive removable PowerPort features 3 electrical outlets and 3 USB ports that is transferable to any post on the structure. PowerPort can be used for charging devices, lights and more. PowerPort requires a power source to be functional (not included)</li>
\n 	<li>TIMELESS DESIGN: Multilevel roof trellis and classic archway design</li>
\n 	<li>ANCHORING PLATES: Concrete Anchors that prevent movement</li>
\n 	<li>DURABLE FEET: Resin feet to prevent decay from ground moisture</li>
\n 	<li>EASY ASSEMBLY: Pre-drilled, pre-cut, pre-stained and supported by the step-by-step interactive BILT app</li>
\n 	<li>Overall dimensions (LxWxH) 14ft x 10ft x 7ft 11in</li>
\n 	<li>Base dimensions (LxW) 11ft 11in x 7ft 12in</li>
\n 	<li>Interior dimensions (LxWxH) 10ft 11in x 7ft x 7ft</li>
\n 	<li>Diagonal post to post dimension 13.38 ft</li>
\n 	<li>Stain color: Barnwood. Stain saturation may vary</li>
\n</ul>
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-104-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-2.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-3.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-4.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-5.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-6.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-7.jpg, https://flobay.com/wp-content/uploads/2025/08/product-104-image-8.jpg",,,,,,,,,0,
30246,simple,95798,708296000277.0,16 Ft. X 16 Ft. Pacific Douglas Fir Wood Traditional Pergola,0,0,visible,,"<h4 class=""western"" align=""left""></h4>
\n&nbsp;
\n<p align=""left""></p>
\n
\n<h3 class=""western"">About This Product</h3>
\nExperience the natural beauty of Best Redwood's wood Pergolas. Create the perfect spot for lounging, dining and relaxation in your outdoor patio. 100% solid Douglas Fir construction. Features plenty long term benefits, such as reliability, strength and resistance to decay, rot and weather elements Pergola's post sizes will be built at 6 in. x 6 in. and rafters at 16 in. x 16 in. Assembly instructions and hardware included. Pacific Redwood premium stained finish applied. Excellent craftsmanship and quality.
\n<h3 class=""western"">Highlights</h3>
\n<ul>
\n 	<li>100% solid Douglas fir wood (may contain natural wood imperfections)</li>
\n 	<li>Pacific redwood premium stain finish</li>
\n 	<li>Features plenty long term benefits, such as reliability, strength and resistance to decay, rot and weather elements</li>
\n 	<li>Standard height of pergola is 8 ft.</li>
\n 	<li>Standard separation between rafters is 18 in. approximately</li>
\n 	<li>Assembly instructions and hardware are included</li>
\n 	<li>Anchors are not included</li>
\n 	<li>Decorative end rafter design included</li>
\n 	<li>Includes 4 trim boxes for bottom of posts</li>
\n 	<li>Excellent craftsmanship and quality</li>
\n 	<li>Home delivery</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,7700.9,Gazebo & Pergolas,,,"https://flobay.com/wp-content/uploads/2025/08/product-105-image-1.jpg, https://flobay.com/wp-content/uploads/2025/08/product-105-image-2.png, https://flobay.com/wp-content/uploads/2025/08/product-105-image-1.jpg",,,,,,,,,0,
